Term,Ses,Subject,Catalog,Sec,Class Nbr,Career,Course Name,Topic Name,School,Dept,Instr ID,Class Start Date,Class End Date,Mtg Start,Mtg End,M,T,W,Th,Fri,S,Su,Bldng/Room,Enrl Cap,Wait Cap,Class Stat,Min,Max,Component
2228,S,BUS, 490,93,4588,UGRD,Independent Internship,,SBE,BUSI,194,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,BUS, 490,94,4589,UGRD,Independent Internship,,SBE,BUSI,477,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,BUS, 490,95,4590,UGRD,Independent Internship,,SBE,BUSI,563,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,PSY, 499,104,4591,UGRD,Individual Study,,CHBS,PSYC,524,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,IS
2228,S,HSCI, 490,85,4592,UGRD,Independent Internship,,CHBS,HSK,783,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,3.00,IT
2228,S,CCI, 490,81,4594,UGRD,Independent Internship,,CHSS,CMCI,917,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,IT
2228,S,COM, 490,103,4595,UGRD,Independent Internship,,SOC,COMM,94,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,COM, 490,104,4596,UGRD,Independent Internship,,SOC,COMM,336,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,COM, 490,105,4597,UGRD,Independent Internship,,SOC,COMM,686,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,COM, 490,106,4598,UGRD,Independent Internship,,SOC,COMM,336,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,COM, 490,107,4599,UGRD,Independent Internship,,SOC,COMM,336,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,COM, 490,108,4600,UGRD,Independent Internship,,SOC,COMM,701,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,COM, 490,109,4601,UGRD,Independent Internship,,SOC,COMM,185,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,COM, 490,110,4602,UGRD,Independent Internship,,SOC,COMM,337,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,COM, 490,111,4603,UGRD,Independent Internship,,SOC,COMM,821,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,COM, 490,112,4604,UGRD,Independent Internship,,SOC,COMM,129,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,COM, 490,113,4605,UGRD,Independent Internship,,SOC,COMM,337,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,COM, 490,114,4606,UGRD,Independent Internship,,SOC,COMM,821,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,DOC, 490,84,4608,UGRD,Independent Internship,,CFMA,FILM,62,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,DOC, 490,85,4609,UGRD,Independent Internship,,CFMA,FILM,1004,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,POSC, 499,81,4610,UGRD,Individual Study,,CHSS,POLI,886,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,3.00,IS
2228,S,ENG, 490,84,4611,UGRD,Independent Internship,,CHSS,ENGL,648,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,3.00,IT
2228,S,ENG, 490,85,4612,UGRD,Independent Internship,,CHSS,ENGL,648,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,3.00,IT
2228,S,FTV, 290,83,4613,UGRD,Internship,,CFMA,FILM,846,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,FTV, 490,98,4614,UGRD,Internship,,CFMA,FILM,218,8/29/22,12/17/22,,,,,,,,,,,35,0,Active,0.50,6.00,IT
2228,S,FTV, 490,99,4615,UGRD,Internship,,CFMA,FILM,803,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,FTV, 490,100,4616,UGRD,Internship,,CFMA,FILM,62,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,FTV, 490,101,4617,UGRD,Internship,,CFMA,FILM,122,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,FTV, 490,102,4618,UGRD,Internship,,CFMA,FILM,396,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,FTV, 490,103,4619,UGRD,Internship,,CFMA,FILM,827,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,FTV, 490,104,4620,UGRD,Internship,,CFMA,FILM,1002,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,FTV, 490,105,4621,UGRD,Internship,,CFMA,FILM,17,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,FTV, 490,106,4622,UGRD,Internship,,CFMA,FILM,988,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,FTV, 490,107,4623,UGRD,Internship,,CFMA,FILM,7,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,GD, 290,80,4629,UGRD,Independent Internship,,CHSS,ARTS,686,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,3.00,IT
2228,S,HIST, 490,80,4630,UGRD,Independent Internship,,CHSS,HIST,490,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,HSCI, 490,86,4631,UGRD,Independent Internship,,CHBS,HSK,954,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,3.00,IT
2228,S,HSCI, 490,87,4632,UGRD,Independent Internship,,CHBS,HSK,244,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,3.00,IT
2228,S,IES, 490,82,4633,UGRD,Independent Internship,,CES,EDUC,521,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,3.00,IT
2228,S,IES, 490,83,4634,UGRD,Independent Internship,,CES,EDUC,901,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,3.00,IT
2228,S,MUS, 490,80,4635,UGRD,Independent Internship,,COPA,MUSI,933,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,3.00,IT
2228,S,MUS, 490,81,4636,UGRD,Independent Internship,,COPA,MUSI,933,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,3.00,IT
2228,S,PCST, 290,80,4637,UGRD,Intern Program,,CHSS,PCST,1020,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,IT
2228,S,POSC, 490,83,4638,UGRD,Independent Internship,,CHSS,POLI,913,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,3.00,IT
2228,S,POSC, 490,84,4639,UGRD,Independent Internship,,CHSS,POLI,590,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,3.00,IT
2228,S,PRA, 490,84,4641,UGRD,Independent Internship,,CFMA,FILM,329,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,PRA, 490,85,4642,UGRD,Independent Internship,,CFMA,FILM,699,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,PRA, 490,86,4643,UGRD,Independent Internship,,CFMA,FILM,684,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,PRA, 490,87,4644,UGRD,Independent Internship,,CFMA,FILM,699,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,PRA, 490,88,4645,UGRD,Independent Internship,,CFMA,FILM,699,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,PSY, 299,82,4646,UGRD,Individual Study,,CHBS,PSYC,807,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,6.00,IS
2228,S,PSY, 490,81,4649,UGRD,Independent Internship,,CHBS,PSYC,357,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,IT
2228,S,TWP, 490,81,4650,UGRD,Independent Internship,,CFMA,FILM,396,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,TWP, 490,82,4651,UGRD,Independent Internship,,CFMA,FILM,988,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,TWP, 490,83,4652,UGRD,Independent Internship,,CFMA,FILM,779,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,TWP, 490,84,4653,UGRD,Independent Internship,,CFMA,FILM,308,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,BIOL, 491,93,4655,UGRD,Student-Faculty Research/CA,,COS,BIOL,24,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,RS
2228,S,COM, 499,100,4656,UGRD,Individual Study,,SOC,COMM,,8/29/22,12/17/22,,,,,,,,,,,1,0,Cancelled,1.00,6.00,IS
2228,S,MATH, 499,80,4658,UGRD,Individual Study,,COS,MATH,553,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IS
2228,S,GD, 399,81,4661,UGRD,Individual Study,,CHSS,ARTS,686,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,6.00,IS
2228,S,BCHM, 491,89,4662,UGRD,Student-Faculty Research/CA,,COS,CHEM,,8/29/22,12/17/22,,,,,,,,,,,1,0,Cancelled,1.00,3.00,RS
2228,S,ENV, 491,85,4664,UGRD,Student-Faculty Research/CA,,COS,ENV,689,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,RS
2228,S,ENV, 291,80,4665,UGRD,Student-Faculty Research/CA,,COS,ENV,114,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,RS
2228,S,BCHM, 491,90,4666,UGRD,Student-Faculty Research/CA,,COS,CHEM,847,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,RS
2228,S,PSY, 299,83,4667,UGRD,Individual Study,,CHBS,PSYC,524,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,6.00,IS
2228,S,COM, 499,101,4668,UGRD,Individual Study,,SOC,COMM,645,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,6.00,IS
2228,S,DANC, 499,80,4669,UGRD,Individual Study,,COPA,DANC,976,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,IS
2228,S,GD, 399,82,4670,UGRD,Individual Study,,CHSS,ARTS,686,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,6.00,IS
2228,S,CCI, 399,80,4671,UGRD,Individual Study,,CHSS,CMCI,917,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,IS
2228,S,PHYS, 491,80,4672,UGRD,Student-Faculty Research/CA,,COS,PHYZ,742,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,RS
2228,S,COM, 499,105,4673,UGRD,Individual Study,,SOC,COMM,336,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,6.00,IS
2228,S,COM, 499,106,4674,UGRD,Individual Study,,SOC,COMM,336,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,6.00,IS
2228,S,CCI, 499,80,4675,UGRD,Individual Study,,CHSS,CMCI,917,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,IS
2228,S,PSY, 299,84,4676,UGRD,Individual Study,,CHBS,PSYC,5,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,6.00,IS
2228,S,HSCI, 291,80,4678,UGRD,Student-Faculty Research/CA,,CHBS,HSK,293,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,RS
2228,S,HSCI, 491,96,4679,UGRD,Student-Faculty Research/CA,,CHBS,HSK,919,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,RS
2228,S,COM, 499,107,4680,UGRD,Individual Study,,SOC,COMM,336,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,6.00,IS
2228,S,COM, 499,108,4681,UGRD,Individual Study,,SOC,COMM,336,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,6.00,IS
2228,S,COM, 499,109,4682,UGRD,Individual Study,,SOC,COMM,336,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,6.00,IS
2228,S,LEAD, 499,81,4683,UGRD,Individual Study,,CES,LEAD,142,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,IS
2228,S,LEAD, 499,82,4684,UGRD,Individual Study,,CES,LEAD,142,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,IS
2228,S,HON, 499,80,4685,UGRD,Individual Study,,GEN,HNRS,256,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IS
2228,S,CHEM, 291,80,4686,UGRD,Student-Faculty Research/CA,,COS,CHEM,742,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,RS
2228,S,BCHM, 291,82,4688,UGRD,Student-Faculty Research/CA,,COS,CHEM,880,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,RS
2228,S,PHYS, 491,81,4689,UGRD,Student-Faculty Research/CA,,COS,PHYZ,,8/29/22,12/17/22,,,,,,,,,,,1,0,Cancelled,1.00,3.00,RS
2228,S,PSY, 499,112,4690,UGRD,Individual Study,,CHBS,PSYC,,8/29/22,12/17/22,,,,,,,,,,,1,0,Cancelled,1.00,3.00,IS
2228,S,BIOL, 491,94,4691,UGRD,Student-Faculty Research/CA,,COS,BIOL,689,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,RS
2228,S,TH, 399,80,4692,UGRD,Independent Study,,COPA,THEA,516,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,IS
2228,S,CHEM, 491,88,4694,UGRD,Student-Faculty Research/CA,,COS,CHEM,96,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,RS
2228,S,BIOL, 291,82,4695,UGRD,Student-Faculty Research/CA,,COS,BIOL,293,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,RS
2228,S,ENV, 291,81,4696,UGRD,Student-Faculty Research/CA,,COS,ENV,689,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,RS
2228,S,TH, 399,81,4697,UGRD,Independent Study,,COPA,THEA,38,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,IS
2228,S,PSY, 299,85,4698,UGRD,Individual Study,,CHBS,PSYC,912,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,6.00,IS
2228,S,PSY, 499,113,4699,UGRD,Individual Study,,CHBS,PSYC,912,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,IS
2228,S,SOC, 491,80,4700,UGRD,Student-Faculty Research/CA,,CHSS,SOCI,71,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,RS
2228,S,ENV, 299,80,4701,UGRD,Individual Study,,COS,ENV,484,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,4.00,IS
2228,S,BUS, 291,80,4702,UGRD,Student-Faculty Research/CA,,SBE,BUSI,679,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,RS
2228,S,ENV, 299,81,4703,UGRD,Individual Study,,COS,ENV,484,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,4.00,IS
2228,S,CCI, 399,82,4704,UGRD,Individual Study,,CHSS,CMCI,917,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,IS
2228,S,BIOL, 491,95,4706,UGRD,Student-Faculty Research/CA,,COS,BIOL,251,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,RS
2228,S,FP, 457,80,4707,UGRD,Concept Art/Illustration Film,,CFMA,FILM,644,8/29/22,12/17/22,,,,,,,,,,,15,0,Active,3.00,3.00,LEC
2228,S,CCI, 499,81,4708,UGRD,Individual Study,,CHSS,CMCI,917,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,IS
2228,S,BCHM, 491,91,4709,UGRD,Student-Faculty Research/CA,,COS,CHEM,880,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,RS
2228,S,CHEM, 499,80,4710,UGRD,Individual Study,,COS,CHEM,135,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,IS
2228,S,BIOL, 491,96,4711,UGRD,Student-Faculty Research/CA,,COS,BIOL,24,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,RS
2228,S,BCHM, 491,92,4712,UGRD,Student-Faculty Research/CA,,COS,CHEM,601,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,RS
2228,S,BCHM, 491,93,4713,UGRD,Student-Faculty Research/CA,,COS,CHEM,95,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,RS
2228,S,REL, 499,84,4715,UGRD,Individual Study,,CHSS,RELI,478,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,IS
2228,S,PCST, 399,80,4716,UGRD,Individual Study,,CHSS,PCST,,8/29/22,12/17/22,,,,,,,,,,,1,0,Cancelled,1.00,6.00,IS
2228,S,ECON, 491,80,4717,UGRD,Student-Faculty Research/CA,,SBE,BUSI,679,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,RS
2228,S,FREN, 499,80,4718,UGRD,Individual Study,,CHSS,LANG,,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,IS
2228,S,FREN, 499,81,4719,UGRD,Individual Study,,CHSS,LANG,500,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,IS
2228,S,AVE, 496,80,4720,UGRD,Senior Thesis I: Concept Dev,,CFMA,FILM,276,8/29/22,12/17/22,,,,,,,,,,,15,0,Active,3.00,3.00,LEC
2228,S,AHP, 499,80,4721,UGRD,Individual Study,,CHBS,HSK,783,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,IS
2228,S,AHP, 490,83,4723,UGRD,Independent Internship,,CHBS,HSK,486,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,3.00,IT
2228,S,BIOL, 490,82,4724,UGRD,Independent Internship,,COS,BIOL,155,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,3.00,IT
2228,S,BUS, 290,81,4725,UGRD,Internship,,SBE,BUSI,958,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,COM, 490,115,4727,UGRD,Independent Internship,,SOC,COMM,337,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,COM, 490,116,4728,UGRD,Independent Internship,,SOC,COMM,336,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,COM, 490,117,4729,UGRD,Independent Internship,,SOC,COMM,821,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,COM, 490,118,4730,UGRD,Independent Internship,,SOC,COMM,337,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,COM, 490,119,4731,UGRD,Independent Internship,,SOC,COMM,129,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,COM, 490,120,4732,UGRD,Independent Internship,,SOC,COMM,336,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,COM, 490,121,4733,UGRD,Independent Internship,,SOC,COMM,129,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,COM, 490,122,4734,UGRD,Independent Internship,,SOC,COMM,129,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,COM, 490,123,4735,UGRD,Independent Internship,,SOC,COMM,336,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,ENV, 490,80,4736,UGRD,Independent Internship,,COS,ENV,519,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,IT
2228,S,FTV, 490,108,4737,UGRD,Internship,,CFMA,FILM,17,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,FTV, 490,109,4738,UGRD,Internship,,CFMA,FILM,177,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,FTV, 490,110,4739,UGRD,Internship,,CFMA,FILM,62,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,FTV, 490,111,4740,UGRD,Internship,,CFMA,FILM,1004,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,GD, 390,80,4743,UGRD,Independent Internship,,CHSS,ARTS,106,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,3.00,IT
2228,S,GD, 390,81,4744,UGRD,Independent Internship,,CHSS,ARTS,686,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,3.00,IT
2228,S,ENV, 491,86,4746,UGRD,Student-Faculty Research/CA,,COS,ENV,338,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,RS
2228,S,GD, 490,82,4747,UGRD,Independent Internship,,CHSS,ARTS,686,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,GD, 490,83,4748,UGRD,Independent Internship,,CHSS,ARTS,106,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,BCHM, 291,83,4749,UGRD,Student-Faculty Research/CA,,COS,CHEM,601,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,RS
2228,S,HSCI, 490,88,4750,UGRD,Independent Internship,,CHBS,HSK,954,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,3.00,IT
2228,S,HSCI, 490,89,4751,UGRD,Independent Internship,,CHBS,HSK,450,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,3.00,IT
2228,S,HSCI, 490,90,4752,UGRD,Independent Internship,,CHBS,HSK,486,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,3.00,IT
2228,S,MUS, 490,82,4753,UGRD,Independent Internship,,COPA,MUSI,933,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,3.00,IT
2228,S,PRA, 490,89,4754,UGRD,Independent Internship,,CFMA,FILM,699,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,PRA, 490,90,4755,UGRD,Independent Internship,,CFMA,FILM,699,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IT
2228,S,PHIL, 399,80,4756,UGRD,Individual Study and Research,,COS,PHIL,328,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,6.00,IS
2228,S,PSY, 490,82,4757,UGRD,Independent Internship,,CHBS,PSYC,524,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,IT
2228,S,MGSC, 499,80,4758,UGRD,Independent Study,,SBE,BUSI,194,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,IS
2228,S,CHEM, 499,81,4760,UGRD,Individual Study,,COS,CHEM,625,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,IS
2228,S,BCHM, 491,94,4762,UGRD,Student-Faculty Research/CA,,COS,CHEM,880,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,RS
2228,S,CHEM, 499,82,4763,UGRD,Individual Study,,COS,CHEM,135,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,IS
2228,S,CHEM, 491,89,4764,UGRD,Student-Faculty Research/CA,,COS,CHEM,584,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,RS
2228,S,CHEM, 499,83,4765,UGRD,Individual Study,,COS,CHEM,135,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,IS
2228,S,HSCI, 491,97,4766,UGRD,Student-Faculty Research/CA,,CHBS,HSK,24,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,RS
2228,S,GD, 399,83,4767,UGRD,Individual Study,,CHSS,ARTS,686,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,6.00,IS
2228,S,PSY, 499,115,4768,UGRD,Individual Study,,CHBS,PSYC,912,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,IS
2228,S,TWP, 499,80,4770,UGRD,Individual Study,,CFMA,FILM,827,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,3.00,IS
2228,S,ENG, 499,80,4771,UGRD,Individual Study,,CHSS,ENGL,848,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,0.50,6.00,IS
2228,S,AH, 498A,80,4772,UGRD,Senior Thesis in Art Hist: Res,,CHSS,ARTS,929,8/29/22,12/17/22,,,,,,,,,,,10,0,Active,1.00,1.00,IS
2228,S,HSCI, 491,98,4773,UGRD,Student-Faculty Research/CA,,CHBS,HSK,229,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,RS
2228,S,BCHM, 291,84,4774,UGRD,Student-Faculty Research/CA,,COS,CHEM,742,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,RS
2228,S,TH, 499,85,4775,UGRD,Individual Study,,COPA,THEA,516,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,IS
2228,S,TH, 399,82,4776,UGRD,Independent Study,,COPA,THEA,332,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,IS
2228,S,PSY, 499,116,4777,UGRD,Individual Study,,CHBS,PSYC,912,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,IS
2228,S,ENV, 491,87,4778,UGRD,Student-Faculty Research/CA,,COS,ENV,114,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,RS
2228,S,PSY, 499,117,4779,UGRD,Individual Study,,CHBS,PSYC,5,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,IS
2228,S,BCHM, 491,95,4780,UGRD,Student-Faculty Research/CA,,COS,CHEM,594,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,RS
2228,S,TH, 491,80,4781,UGRD,Student-Faculty Research/CA,,COPA,THEA,805,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,RS
2228,S,TH, 299,80,4782,UGRD,Independent Study,,COPA,THEA,190,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,IS
2228,S,BCHM, 491,96,4783,UGRD,Student-Faculty Research/CA,,COS,CHEM,698,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,RS
2228,S,TH, 399,83,4784,UGRD,Independent Study,,COPA,THEA,332,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,IS
2228,S,ENV, 291,82,4785,UGRD,Student-Faculty Research/CA,,COS,ENV,114,8/29/22,12/17/22,,,,,,,,,,,1,0,Active,1.00,3.00,RS
